序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,ai_prob,human_prob,conclusion
81,0,290482448385,3546562108066271,猫儿不甘心,5,保密,我已经搓五十多发了，偶尔起一把也是压满，这玩意真那么唬人吗？,2026-02-19 13:33:18,2,13,,河南,否,https://i2.hdslb.com/bfs/face/b1d89a18c5a7db8de4e44a3b9cfff30851e0ca51.jpg,0.386962890625,0.613037109375,人类撰写
82,0,292149619232,123987400,颍川天才美少年,6,保密,令人忍俊不禁的是悠小弟是自家人还被咬啊，甚至跟红中完全不沾边[汤圆],2026-02-15 03:39:14,1,11,,云南,否,https://i1.hdslb.com/bfs/face/71395c0b63144e0b6ad64cabea74e3ebc5afaab4.jpg,0.026204371824860573,0.9737956523895264,人类撰写
83,0,292432556064,310941,黑無象,6,女,你知道打开背包看到2*2的时候的感觉吗,2026-02-17 05:04:31,5,126,FPS老年脊髓型选手的小飞象章鱼游戏主播就打打游戏,浙江,是,https://i0.hdslb.com/bfs/face/23925ec5ad46646bfa136d3789c36ca9789be3bc.jpg,0.026530450209975243,0.9734695553779602,人类撰写
84,0,291998552896,366986835,凝集Ningji,6,男,MDYW特有的，一个蹲着，一个趴着，一个冲锋,2026-02-14 01:23:11,2,72,,河南,否,https://i0.hdslb.com/bfs/face/b75220b1456293dea43a6c2f2d0583cb3340602d.jpg,0.02708863466978073,0.9729113578796387,人类撰写
85,0,292964370545,643221978,莫可什么时候才能睡醒,5,保密,四指手游求点评[大哭],2026-03-13 14:56:46,1,0,轻舟已过万重山,福建,否,https://i0.hdslb.com/bfs/face/b5a041fffe94ed0080efeb909b809ba59883c24a.jpg,0.09808647632598877,0.901913583278656,人类撰写
86,0,290216804769,50364666,Luciferful,6,男,表哥，你这绿裤子被绿裤子杀手看到了你不炸了,2026-02-17 08:31:56,1,7,,澳大利亚,否,https://i0.hdslb.com/bfs/face/e69688063e0f83c552aab918f2e4be002dcaab36.jpg,0.024005474522709846,0.9759945869445801,人类撰写
87,0,292293492432,1724787335,紑与缪,6,保密,手搓非洲之星[洛天依·收藏集表情包_盯],2026-02-16 04:44:13,1,26,空无一物 唯有我我们凝视着对方,浙江,是,https://i2.hdslb.com/bfs/face/b90db28eda066f1ec7491c4fe494094c9453c329.jpg,0.699431836605072,0.300568163394928,AI生成
88,0,289887145441,404392256,濮听,6,保密,好奇这素材打了多久[思考],2026-02-14 16:34:41,2,4,,重庆,是,https://i2.hdslb.com/bfs/face/fc5434461af4d062f163b9b9f62764bab4d02227.jpg,0.0478128157556057,0.952187180519104,人类撰写
89,0,289778898321,400811881,SHiXIaoYUanaa,6,男,吊叔何何何意啊,2026-02-14 01:13:13,6,47,快乐！,江西,否,https://i1.hdslb.com/bfs/face/d8f2eb24ec10d8fb1924e4db6d62236f2fad1ea9.jpg,0.032099682837724686,0.967900276184082,人类撰写
90,0,292072009744,1726575307,雾知之窗,5,男,第一个威龙拉起来后：,2026-02-14 11:45:09,1,31,,山东,是,https://i1.hdslb.com/bfs/face/fce03ccec54c4b08abff8c52f0d33828fd0f05aa.jpg,0.04081070423126221,0.9591892957687378,人类撰写
91,0,292022926544,77069026,JM叶,6,保密,狙神什么时候露一手[汤圆],2026-02-14 04:57:29,4,6,,日本,否,https://i1.hdslb.com/bfs/face/d7eb64062e9dbcb6cd6bf13edf341923ff767810.jpg,0.03493966907262802,0.965060293674469,人类撰写
92,0,289923416961,47326271,Niarlaeron,6,男,我发现弹幕指点江山的真的多，游戏受众多了就是会有教职业打游戏的呀,2026-02-15 03:27:30,1,7,...,浙江,是,https://i2.hdslb.com/bfs/face/a8c9216d31330c0de6ac786281f41208ce119455.jpg,0.018501991406083107,0.9814980030059814,人类撰写
93,0,289819158977,696128153,残梦Dremnant,6,保密,州友听到就尿出来的猎杀，你吊叔听着歌一个赛季打五个出来啊@浅辉丶 @喵内斯 @梦浅Dlight @鸡豚__ @LackEND @千川徒夢,2026-02-14 07:19:07,2,11,,江西,否,https://i2.hdslb.com/bfs/face/a7212e3cfa86a5d178022b909f49dd66f8d4adf9.jpg,0.018614334985613823,0.9813856482505798,人类撰写
94,0,292102035440,64174837,冰弦结御,6,保密,老路州河口/战地1、2打法了[doge_金箍],2026-02-14 15:29:38,1,0,兴许以后的孩子会问“这个叫蜡烛的灯要用哪个APP来开”，不，应该不会吧,广东,是,https://i1.hdslb.com/bfs/face/44f901cde7528ec262ab031db9ae3c14e3776457.jpg,0.04108639061450958,0.9589136242866516,人类撰写
95,0,290880598417,3546965860158256,清风拌酒未尝醉,3,男,大佬们，看我四级的事,2026-02-22 13:47:45,0,14,,安徽,否,https://i1.hdslb.com/bfs/face/280bf843c653de22c5277bb8ce6aea2a1d6f44a3.jpg,0.060443032532930374,0.9395569562911987,人类撰写
96,0,291596468193,32336787,啊啊啊啊啊啊啊尼亚,6,男,我不知道为啥清图哥都不扣子弹的，又不重，一格几十万先塞保险呀[笑哭]我看着好着急啊,2026-02-28 07:20:52,4,4,6级大佬在此！,广西,是,https://i0.hdslb.com/bfs/face/2bd30b97e34c57d673f6ff3c125c534e61641027.jpg,0.01665636897087097,0.9833436608314514,人类撰写
97,0,292511321360,423753612,飞天佐巴扬,5,男,肉眼可见的干净简洁的操作做最有用事，有hal的两分味道了,2026-02-17 17:00:54,1,3,将世界调成静音，聆听一瞬十八次轰鸣的声音,四川,否,https://i0.hdslb.com/bfs/face/2605c9ff3489c60e61acf5524f8d325b39a9ceda.jpg,0.014996599406003952,0.9850034117698669,人类撰写
98,0,290142033617,475603955,416赛高,6,保密,這樣喵，咱倆一起玩喵，你打架就好喵，我就跟在你後面開房卡喵[星绘·沐春灼华 应援装扮_铸币大头][星绘·沐春灼华 应援装扮_铸币大头],2026-02-16 15:33:09,3,36,喵～,中国香港,否,https://i2.hdslb.com/bfs/face/6b90cc7dc5aecb73408c06428325a61ccbb6bf68.jpg,0.03974336385726929,0.9602566361427307,人类撰写
99,0,292193870512,99204839,梓川年取,6,男,真事儿，大概两三年前吧，我朋友甜药一个人在家打cc，那会正好是凌晨12点，他突然就感觉轻型子弹有点少，然后就去地上找子弹嘛，当时打开灯突然就看到两把猎兽，他把两把猎兽都捡起来，居然里面有子弹就把轻型扔了。,2026-02-15 09:58:10,2,79,get the juice and rice,陕西,否,https://i2.hdslb.com/bfs/face/594c4fda9661ae79365936f7cee633656ff86ea9.jpg,0.015449983067810535,0.9845499992370605,人类撰写
100,0,289784433777,20652170,左肩liannian,6,男,吔，桥上这一队少爷刘涛是咋死的,2026-02-14 02:13:44,2,3,"祝你今天愉快！你明天的愉快留着我明天再祝。
",安徽,否,https://i2.hdslb.com/bfs/face/50c8cc908694a4be6ad2f1ad85924b7378d71a34.jpg,0.01956716552376747,0.9804328680038452,人类撰写
101,0,289990287409,1986655593,苏桃酥桃酥,5,保密,原来你不是老鼠啊😭,2026-02-15 12:54:31,0,9,别大调查我QAQ,浙江,否,https://i0.hdslb.com/bfs/face/9ddfc205bd45a698d9835efa6212cfbcda393e77.jpg,0.04369822144508362,0.956301748752594,人类撰写
102,0,289799718129,448767059,刮痧师傅避寒,6,男,这样精彩的集锦，我想每一个apex的pro都可以轻松做到吧[doge_金箍][doge_金箍][doge_金箍],2026-02-14 04:31:25,1,13,避寒公主,海南,是,https://i2.hdslb.com/bfs/face/a194373fb3c151b7b1cf07150754e0f100ac894c.jpg,0.09410753846168518,0.9058924913406372,人类撰写
103,0,292199285600,3494357904656800,卍W4vE,4,保密,就它了,2026-02-15 10:39:40,1,2,70m,新加坡,否,https://i1.hdslb.com/bfs/face/5a2de506f1ac5e1a6298bd59e501f7bbe7bd67a2.jpg,0.038263991475105286,0.9617360234260559,人类撰写
104,0,290815137601,35767874,乐冰爱次喵,6,保密,看完感觉手感火热怎么办？,2026-02-22 04:23:10,3,2,,澳大利亚,是,http://i2.hdslb.com/bfs/face/b98caef7fc4e045f0c16525971d49414ffc4273d.jpg,0.5663432478904724,0.4336567223072052,AI生成
105,0,289834283217,3493259919756195,-以风为誓-,5,保密,"这蜂医拿AW凑战备？也是个神人了
……
怎么有子弹？",2026-02-14 09:37:11,1,91,"－你掉进陷阱了！

",辽宁,否,https://i0.hdslb.com/bfs/face/6d5588fdd3c9696d6d20128268a4cb15ce4b3dc8.jpg,0.029230719432234764,0.9707693457603455,人类撰写
106,0,292072799424,1861950027,额不__,5,保密,四川现在人才辈出了,2026-02-14 11:52:04,2,0,,四川,否,https://i0.hdslb.com/bfs/face/28adf5ca09dd6b9fa2c0152bd5fc654df0f20578.jpg,0.07290059328079224,0.9270994067192078,人类撰写
107,0,290318630129,1251278898,小菜2个,3,保密,孩子们可以发55了,2026-02-18 06:08:54,0,21,,河南,否,https://i0.hdslb.com/bfs/face/1f24548f972c770a57a4296432ec3e615d6ba8ca.jpg,0.023912742733955383,0.9760872721672058,人类撰写
108,0,291617606321,1550553490,diny,5,男,手游求点评[抱拳][抱拳][抱拳],2026-02-28 10:29:57,1,11,  ,河南,否,https://i1.hdslb.com/bfs/face/7c6205aa2a44aedaa263c16ef87125b66008ef2f.jpg,0.1647881269454956,0.8352118134498596,人类撰写
109,0,292002561056,392947076,z知非,6,保密,神也会……不对 这是哪个神,2026-02-14 02:04:17,2,17,朝闻夕死,河北,否,https://i2.hdslb.com/bfs/face/d932b5a56fcfd9fb7ccfd6fbdcba41a341de78be.jpg,0.04274958372116089,0.9572503566741943,人类撰写
110,0,289898387137,1468765666,FaithsQwQ,5,保密,觉得不舒服可以自己拉伸[嗑瓜子],2026-02-14 19:25:04,2,2,"朱波qq:3808595688 合作wx:Faiths2333 粉丝群:1077261999
隔壁同名",广东,否,https://i1.hdslb.com/bfs/face/f26aeb1b5a0ef17a1358368c14375f4af87942a3.jpg,0.24347934126853943,0.7565206289291382,人类撰写
111,0,294914835184,3546708172606307,超雄双标睦子米,4,保密,实战发现敌人会飞天塌了,2026-03-08 22:41:09,3,15,丰川祥子牛逼！三角初华牛逼！若叶睦牛逼！祐天寺若麦牛逼！八幡海铃牛逼！AveMujica牛逼！！！,吉林,否,https://i2.hdslb.com/bfs/face/e4ab8b92690051ca786fd4a55dc4e84848bc99aa.jpg,0.046639226377010345,0.9533607363700867,人类撰写
112,0,290055929345,664168353,海风与自由_,5,男,除了没有开局看扁所有人，我还是很认可的[doge],2026-02-16 03:46:14,2,13,不要对一件没有没做的事说没有意义,四川,是,https://i0.hdslb.com/bfs/face/2f290562e5d93b4120441cfd31de64f175719401.jpg,0.020969759672880173,0.979030191898346,人类撰写
113,0,289779143761,36183997,一個幸運的壞宅宅,6,男,吊叔这手巴特雷不赖,2026-02-14 01:15:54,3,60,我真是个不学不练的大月区,江苏,否,https://i1.hdslb.com/bfs/face/a970c9b1491bab6a39393679f2da009da7bac0db.jpg,0.01808294467628002,0.9819170832633972,人类撰写
114,0,292055590336,14371833,不殺之枭,6,女,依旧俄罗斯娜娜,2026-02-14 09:40:16,1,3,店长,黑龙江,否,https://i0.hdslb.com/bfs/face/202a7895c18d4182265c9940be92372d10e48c9a.jpg,0.026262274011969566,0.9737376570701599,人类撰写
115,0,289873212977,259430372,碗炫,6,保密,u1是原来那个fc二队灵敏度巨高的那个小孩吗,2026-02-14 14:39:44,1,7,咝硪看掘咪蟹黄堡秘方,湖南,否,https://i2.hdslb.com/bfs/face/88c362c541a40421453dfcaf32d0c670bee09356.jpg,0.027176694944500923,0.9728233218193054,人类撰写
116,0,290712857841,2067746485,poi3on,6,男,蜂医的实战价值是不是多了一条让对面放松警惕性,2026-02-21 08:40:07,1,16,,河南,是,https://i1.hdslb.com/bfs/face/ccbed4257d3dd954ee8fedc63270a1320072de31.jpg,0.040750257670879364,0.95924973487854,人类撰写
117,0,289875439537,478193480,特渠饮用,6,男,别杀我猛攻兄弟😭,2026-02-14 14:58:09,3,38,666,云南,是,https://i2.hdslb.com/bfs/face/31259d64b6c2788677448012a8f7d0cc51b780c2.jpg,0.20490865409374237,0.7950913310050964,人类撰写
118,0,294810079472,3546943221401705,沉睡的f9光盘轮,3,男,求点评,2026-03-08 01:14:07,1,1,,江苏,否,https://i2.hdslb.com/bfs/face/267cf75398fbb7f5cbd759cef14a739f51971dc1.jpg,0.14118893444538116,0.85881108045578,人类撰写
119,0,289815164369,627022284,AR15今天吃什么,6,男,我家地精也被awm一枪崩死了吗吊叔,2026-02-14 06:41:30,2,48,>w<,山东,否,https://i0.hdslb.com/bfs/face/1616fc32670b5f1ff1d2927529e479229d4d1605.webp,0.018822023645043373,0.9811780452728271,人类撰写
120,0,290197585921,3546844879653578,g斯特,4,男,比悠一更狠的来了。,2026-02-17 05:14:32,5,3,,河南,否,https://i2.hdslb.com/bfs/face/e758a26cfec7ae5c0788059a1a416a5d1e3934f6.jpg,0.013189266435801983,0.9868107438087463,人类撰写
121,0,290508191489,1691754396,胡雪不会流,4,保密,有意来,2026-02-19 17:24:41,0,0,,广东,否,https://i0.hdslb.com/bfs/face/8a41c4f9fef36069a0808a5ae52dd78f5113853f.jpg,0.04560321196913719,0.9543968439102173,人类撰写
122,0,290024203249,1320461989,一起吃木瓜uegr,5,保密,开头真的很像208纪念一下以前的自己，已经退游了。,2026-02-15 17:59:36,0,1,,北京,否,https://i1.hdslb.com/bfs/face/598278914e371a4263ed8c1953cc0793948844c2.jpg,0.01241567824035883,0.9875842928886414,人类撰写
123,0,289783107537,108124777,丨buluoxu丨,6,男,下次想单三把我放进去吃垃圾可以吗[委屈],2026-02-14 02:01:57,1,13,并非所有流浪者都迷失了自我,辽宁,是,https://i1.hdslb.com/bfs/face/e08fb3bf25610231b9efb06318e943fdb4719bbd.jpg,0.018097730353474617,0.9819022417068481,人类撰写
124,0,289792417537,40178756,洛华_Channel,6,男,当我知道awm打胸就能直接死的时候我就觉得，这游戏单awm清图应该不怎么难。但是吊神无头无甲裸awm是何意味?,2026-02-14 03:29:21,1,10,直播账号，平常私用⌓‿⌓,河南,否,https://i2.hdslb.com/bfs/face/b1124188c065322dc802e8298445a3cf080c38f4.jpg,0.007397899869829416,0.9926020503044128,人类撰写
125,0,293624508960,603190708,00GANDAM,4,男,？！强强！？,2026-02-26 07:09:28,0,3,ko no di ou da ！,福建,否,https://i1.hdslb.com/bfs/face/a97f25cecc399cad552617b643f18f2cf81e2a2a.jpg,0.11619453877210617,0.883805513381958,人类撰写
126,0,291552876113,401787578,恹怯,6,保密,老吊什么时候来拯救cncs[滑稽],2026-02-27 22:44:15,2,1,,广西,否,https://i2.hdslb.com/bfs/face/d6a2333742bdfc8ad9be5bf83dbb8dfdefcf5147.jpg,0.025540441274642944,0.9744595885276794,人类撰写
127,0,290846472753,2126440092,正义对决三的生活日常,4,保密,为什么是匿名玩家呢→_→,2026-02-22 09:15:32,2,0,热爱三角洲JR3鲁莽大逃亡的小学生（后面可能会更新电脑游戏）,山东,否,https://i0.hdslb.com/bfs/face/d3ab65f91b90a22fcac4c8c2469b5c49c1566693.jpg,0.1282777488231659,0.8717222809791565,人类撰写
128,0,289945005281,387396991,藤与鸟,5,保密,就apex的猎杀，你吊叔以前一个赛季能保10个。apex雇佣兵，星空杯指定背景板[doge]，2025algs世界冠军。,2026-02-15 06:31:19,0,17,,江西,是,https://i1.hdslb.com/bfs/face/a62aa9f6b4ee249ca8aa9668d5c8eb51f75b23a4.jpg,0.02735477313399315,0.9726452231407166,人类撰写
129,0,292060453360,442540808,莅白天,6,保密,？？,2026-02-14 10:17:54,0,2,生如夏花之绚烂，死如秋叶之静美,新疆,否,https://i2.hdslb.com/bfs/face/c091bcaee2d067611d203cf24c29389e29f03104.webp,0.08492953330278397,0.9150704145431519,人类撰写
130,0,293328885984,1566467635,BA重度依赖患者,4,保密,"对面:哥们啥配件啊，我这里不显示，发一下改枪码呗
吊叔:没配件
对面:六六六还护食",2026-02-24 02:20:09,0,29,,河南,否,https://i1.hdslb.com/bfs/face/09a24c6ca0af1a95f47639a11fd2adbd0c9b6aa1.jpg,0.018805580213665962,0.9811944365501404,人类撰写
131,0,291998041104,340826049,超级侦探仓田真白,6,保密,WE_LdDuD正在连接中[Ave Mujica_开心][Ave Mujica_开心][Ave Mujica_开心][Ave Mujica_开心],2026-02-14 01:16:51,0,4,感觉茉子对我和对其他茉子厨不一样,湖南,否,https://i0.hdslb.com/bfs/face/b255b784df6aed1f0994d527ca411ba39d3a308c.jpg,0.6447240710258484,0.355275958776474,AI生成
132,0,292019705264,500606035,SEUOoO,5,保密,小悠啊，我吊哥的屏幕会自己变扁嘛@悠一wakareno,2026-02-14 04:32:49,0,7,"有瓜希望私信我

吃瓜让我开心",安徽,否,https://i1.hdslb.com/bfs/face/e9ce79646945aae260cedf0dc665914a54411fd5.jpg,0.03477700054645538,0.965222954750061,人类撰写
133,0,291507387937,3546663849297992,单子一二三,3,保密,神的账号也第1次从航天撤出来吗[doge_金箍],2026-02-27 12:22:33,0,0,,山东,否,https://i2.hdslb.com/bfs/face/f1317d88c91a3b3514bc3e8d4c0c7d8c47ad16b0.jpg,0.05731852352619171,0.9426814913749695,人类撰写
134,0,290390994209,694276782,死亡莲华の,5,保密,实战发现敌人不像靶子一样能复活,2026-02-18 17:27:07,1,14,,河南,否,https://i0.hdslb.com/bfs/face/e87d81cd442c723805cab208aafdc9a75f99d42c.jpg,0.32708972692489624,0.672910213470459,人类撰写
135,0,291620424913,700969859,KL__q1q1_,6,女,能当普通玩家吗家人们[酸了]如何,2026-02-28 10:53:43,2,0,,山东,否,https://i2.hdslb.com/bfs/face/3ef59c22140b4d4e47ec5684830001ab74f8155b.jpg,0.08304987102746964,0.9169501066207886,人类撰写
136,0,290682701857,1301700498,誓语晨曦,5,保密,哇！杀人蜂！,2026-02-21 04:37:09,1,1,这就是…最后一课,广东,是,https://i0.hdslb.com/bfs/face/2ab6d020beb75f422bdfd96ba52794d17ab1ddbc.jpg,0.055311016738414764,0.9446890354156494,人类撰写
137,0,289796359025,291944751,戈乐一,6,保密,完美的三号位 绝不吃资源之人 英雄池深还肯练典中典开源野人琉雀，听指挥不过载 蜀国盲扎抗压大神 配上前队长分大电之力和前队友小女友豆包之力 在三角洲靠风衣登神了吗,2026-02-14 04:04:13,0,6,我努力让自己不会感到愧疚,江苏,是,https://i0.hdslb.com/bfs/face/af837d7455c112fece2048d8e11a5f3a049b3a38.jpg,0.05001581087708473,0.9499841332435608,人类撰写
138,0,290286192353,3546740804291258,彦祖在线求撩,4,男,气笑了,2026-02-18 00:12:51,0,0,,山东,否,https://i2.hdslb.com/bfs/face/401e0b03022da13152ef7e29749e2feb8d3af7cc.jpg,0.03835207223892212,0.9616479277610779,人类撰写
139,0,292015241888,452802017,大头听课头大,5,保密,三角洲天天这个猎杀那个猎杀，老吊赚起钱来一个赛季保一堆，什么顶猎不顶猎的,2026-02-14 03:58:14,0,25,,广东,是,https://i2.hdslb.com/bfs/face/6775f01e1d89b59974b09bf25854cb643b805213.jpg,0.014483657665550709,0.985516369342804,人类撰写
140,0,293481570801,3493120303958874,艾玲_Aling,3,保密,航天传来了芬兰语,2026-03-18 23:54:14,0,0,,浙江,否,https://i0.hdslb.com/bfs/face/95e922e331137c7e070a395a1e27b1d819a7c73b.jpg,0.03190740942955017,0.9680925607681274,人类撰写
141,0,291067382833,1335307054,Oahiem_,5,男,实战发现敌人没来得及动就被主播踹死了[喜极而泣],2026-02-24 04:15:06,1,9,,贵州,否,https://i1.hdslb.com/bfs/face/98fe810e200e28da13052a4fc9ce978c1e89c08c.jpg,0.04179413244128227,0.9582059383392334,人类撰写
142,0,292111876016,660301013,tobiasfate17,6,保密,那把跟狙神一起被炸撤离点掉两千万太精彩了，可以发出来，最后两秒的反转,2026-02-14 16:55:46,0,15,csgo玩家,广东,否,http://i2.hdslb.com/bfs/face/fc0e02f79a5dcaf3ab76fe761a14de72ac1db07c.jpg,0.014406329952180386,0.9855936169624329,人类撰写
143,0,289779349041,413371593,墨江说唱之神,6,保密,哇哇哇,2026-02-14 01:20:08,1,23, 我叫小控 or MJSCZS 杂谈Q群+893615370  双人职业陪350/h v+SzrCry,四川,是,https://i0.hdslb.com/bfs/face/e55afb5a378d5957d70275ba39561c96af7ed065.jpg,0.14920760691165924,0.850792407989502,人类撰写
144,0,293537793424,3546627690204024,爱门大主教-河濮,4,保密,就这种打法，实战发现敌人会动，那敌人不就死了吗[笑哭],2026-02-25 13:11:04,1,12,,河南,否,https://i0.hdslb.com/bfs/face/a4ad443f6d3f493f34cc1996eb361cf934f4a4d9.jpg,0.028818979859352112,0.9711810350418091,人类撰写
145,0,292056890464,1300271837,贝伦卡斯泰露_0,5,保密,感觉都不如有个人打Apex不用子弹,2026-02-14 09:50:18,0,2,《等待大的》,江西,否,https://i2.hdslb.com/bfs/face/328313ca07346c43311cdb6468fc41c911a384b1.jpg,0.018039284273982048,0.9819607734680176,人类撰写
146,0,291918188497,590754365,题悦系诗序,5,男,实战发现敌人会飞你不炸了[笑哭],2026-03-03 01:55:45,4,5,直至如今春杪花散，方知相逢伊始之美,河北,否,https://i2.hdslb.com/bfs/face/b56f5c77b9d4a9b8ab9373f91b5b10745b07b24b.jpg,0.05108998343348503,0.9489099979400635,人类撰写
147,0,292161103776,1126687136,新洋真的帅,5,保密,"（扫到了！）
裸套蜂医，aw扰民来的😃",2026-02-15 05:11:35,1,35,,安徽,是,https://i2.hdslb.com/bfs/face/0daf01e6b3ac6465bbc7731150c0c96e72ad480a.jpg,0.03405207023024559,0.9659479856491089,人类撰写
148,0,291122903745,3494355306285496,IceBee_ovo,5,男,一把枪凑战备就进去清图[喜极而泣],2026-02-24 12:17:53,1,4,,黑龙江,是,https://i1.hdslb.com/bfs/face/6ac76a1885220d8439b730816f774fcd770669df.jpg,0.045080095529556274,0.9549198746681213,人类撰写
149,0,289832024945,3546584866359569,枫袖monogatari,5,保密,帅，没得说。不当全装包是每个单三逆行者的梦想。直架、蹲点、六套都不是失败的理由。,2026-02-14 09:17:41,0,8,空空净净——心悟,重庆,否,https://i2.hdslb.com/bfs/face/7882289cf7b0343b57f8c53876f28f353cad6dff.jpg,0.04030018299818039,0.9596997499465942,人类撰写
150,0,290324086833,3493263734474797,没人会抽象,4,保密,依旧,2026-02-18 07:04:39,0,1,,广西,否,https://i1.hdslb.com/bfs/face/dd7da110f205dd01f4f885158fbaa322a6c02abc.jpg,0.053262803703546524,0.9467371702194214,人类撰写
151,0,289926125681,522294793,喜欢躺着的狼,5,保密,感觉手游的主动断钩感觉官方脑子不好用，你被盾狗勾住了快速近战用的不是那个单纯的快速近战而是背负绑一块了，我只想问何意味[笑哭],2026-02-15 03:51:29,0,1,,山东,否,https://i1.hdslb.com/bfs/face/3de9289ad373646e1de90612a38f4e38ad893309.jpg,0.03380104526877403,0.9661989808082581,人类撰写
152,0,289824228337,24374657,枪丶文,6,男,小悠啊，你是觉得吊哥的屏幕会自己变扁吗[2233娘_大笑],2026-02-14 08:08:11,0,35,鱼APEX官方解说 ALGS中文流转播官方评论员/转播伙伴 海鲜台：9482991 FPS MOBA爱好者,安徽,是,https://i2.hdslb.com/bfs/face/1e7ae0174a0fda94cc2287db85358317d72bb378.jpg,0.04633520171046257,0.9536647796630859,人类撰写
153,0,292003008080,4912042,不需要蒙太奇,6,保密,老吊是多少FOV 洲啊,2026-02-14 02:08:52,2,0,最慢的是追忆,陕西,否,https://i1.hdslb.com/bfs/face/42e5688109b0094e8851ae60fb94227da2e25146.jpg,0.03151512145996094,0.9684848189353943,人类撰写
154,0,292150206368,3546639566375600,飞舟山,3,保密,800新年币,2026-02-15 03:44:04,0,0,,四川,否,https://i2.hdslb.com/bfs/face/97cf26c68002da870623b197487ce893aee86601.jpg,0.3014267086982727,0.6985732913017273,人类撰写
155,0,292509322608,381551739,梦想mxs,5,男,"总裁队：哈吉峰，又是老鼠看我猛攻他……砰[哦呼][哦呼]
不对！！杀人蜂[呆][呆]",2026-02-17 16:37:16,0,7,新人up主希望大家多多支持 •͈ᴗ•͈,重庆,否,https://i0.hdslb.com/bfs/face/c4f859bfd84bb4aa2b8d19da7b4df8341f9e35b3.jpg,0.14903470873832703,0.8509652614593506,人类撰写
156,0,289782980049,493743563,实名上网陈晖洁,6,女,哨兵这一块、收蓄和平这一块、吊哥确实是完美使用者😙,2026-02-14 01:58:34,0,21,每天都好困，天天看JK,山东,是,https://i2.hdslb.com/bfs/face/810289b839fd9de9c1126b7d0c1f8731d70a4ff6.jpg,0.0638081356883049,0.9361919164657593,人类撰写
157,0,291999103808,88795025,驴驴勇敢,6,保密,@悠一wakareno 吊叔蜂了,2026-02-14 01:28:58,0,40,33岁，是个引流狗,山东,是,https://i2.hdslb.com/bfs/face/23f6e93b46cab15843e83f0b4e8b7e7436c4ead6.jpg,0.033391356468200684,0.9666086435317993,人类撰写
158,0,293328828848,1106687421,买只影宝吧很好吃的,5,保密,"对面看见awm改枪：举报按烂
ace：窝腰烟盘，盘没有问题
对面：借问天上宫阙～",2026-02-24 02:20:15,0,1,愿吾行迹，铭于山海；愿吾魂神，流于恒常。,加拿大,否,https://i0.hdslb.com/bfs/face/7be9ccf833bf31200ad38bc6a846cf5d25fa1a34.jpg,0.020330123603343964,0.9796699285507202,人类撰写
159,0,289779196785,2020533668,Endvance,5,男,老吊踢飞不播地精强势加入we！,2026-02-14 01:17:39,0,53,？！？,湖北,是,https://i2.hdslb.com/bfs/face/626a920ababffbed5fc314c4a3e4e1e2a2687354.jpg,0.3311921954154968,0.6688078045845032,人类撰写
160,0,295444046768,517016106,爱吃彩椒的公主,5,女,我提议将红头修改成1×3[打call]起四头五头都能爽修一整局，别看头盔都不耐修那点耐久还真救命，直观上感觉没头盔等于丧失架枪资格,2026-03-14 07:14:20,0,2,- 今天也在等待我的守护者呐。,北京,否,https://i0.hdslb.com/bfs/face/b9e6ff82928ea1884b60ca4ef1db801731b67620.jpg,0.018828010186553,0.9811719655990601,人类撰写
161,0,289905803409,526936461,shcgf,5,保密,@多洛利丝,2026-02-15 00:05:30,2,0,,陕西,否,https://i0.hdslb.com/bfs/face/8288a8783ec30599c8058ee42013ad2ff14b0aa2.jpg,0.11150796711444855,0.8884920477867126,人类撰写
162,0,292173767856,687173611,我无敌小学生,5,保密,千万别点开是陷阱[doge]祝看到这里的人平安幸福天天开心万事如意,2026-02-15 07:00:28,0,2,,福建,否,https://i1.hdslb.com/bfs/face/b498bb6507cf2ba576f0f25c8a2d02a167689a29.jpg,0.15423451364040375,0.8457654714584351,人类撰写
163,0,292719272545,23216963,AbaXdoN,6,男,这不一眼红锁，这样，我带个红包，我俩都是红玩家一起进图,2026-03-11 02:48:07,0,2,好,广东,是,https://i2.hdslb.com/bfs/face/5ca6af690a3e771fc43139a038cff41152df0ec9.jpg,0.014621095731854439,0.9853788614273071,人类撰写
164,0,292760280385,3690982956599873,鸡牢师_Evolution,3,男,这一把我感觉压根不回本,2026-03-11 11:32:46,1,0,梦到啥发啥，没活硬整,安徽,否,https://i2.hdslb.com/bfs/face/cc650dd8267f2cd677d0803b16b6c069d5ef9dad.jpg,0.033401619642972946,0.9665984511375427,人类撰写
165,0,290294086545,3632316633057565,只是无鱼了,2,保密,看似峰医打针回血，实则是把血抽出来再打回去掩盖神的自动回血,2026-02-18 02:01:05,0,24,打游戏纯靠手感,河南,否,https://i1.hdslb.com/bfs/face/d1b04f0042f1ff84a2d54a80e596b4282e474dce.jpg,0.02509419620037079,0.974905788898468,人类撰写
166,0,289936038993,289829873,芥梅薇,6,保密,apex是理想，三角洲是生活,2026-02-15 05:12:27,0,6,人啊，喜欢自己吓唬自己,吉林,是,https://i2.hdslb.com/bfs/face/515d5173bb332f50652fd4fb513f096ca858b855.jpg,0.05941324308514595,0.9405867457389832,人类撰写
